	f4_H	f3_CA	f2_N	f1_CB	C	Intensity
477	8.67	55.43	111.98	65.79	172.5	333535072.0
478	8.67	55.43	112.726	62.79	172.5	239317424.0
479	8.67	55.43	112.726	63.54	172.5	611584640.0
480	8.67	55.43	112.726	64.294	172.5	1648305024.0
481	8.67	55.43	112.726	65.04	172.5	924713792.0
482	8.67	55.43	112.726	65.79	172.5	496102880.0
483	8.67	55.43	113.48	62.79	172.5	240270656.0
484	8.67	55.43	113.48	63.54	172.5	886740864.0
485	8.67	55.43	113.48	64.294	172.5	1913198976.0
486	8.67	55.43	113.48	65.04	172.5	983657472.0
487	8.67	55.43	113.48	65.79	172.5	512103264.0
488	8.67	55.43	114.23	62.79	172.5	313534880.0
489	8.67	55.43	114.23	63.54	172.5	1294198144.0
490	8.67	55.43	114.23	64.294	172.5	2377465856.0
491	8.67	55.43	114.23	65.04	172.5	1065348480.0
492	8.67	55.43	114.23	65.79	172.5	507921152.0
493	8.67	55.43	114.98	62.79	172.5	553252096.0
494	8.67	55.43	114.98	63.54	172.5	1592788096.0
495	8.67	55.43	114.98	64.294	172.5	3083566080.0
496	8.67	55.43	114.98	65.04	172.5	1354744960.0
497	8.67	55.43	114.98	65.79	172.5	621162944.0
498	8.67	55.83	110.48	63.54	172.5	272228576.0
499	8.67	55.83	110.48	64.294	172.5	613191872.0
500	8.67	55.83	110.48	65.04	172.5	450870272.0
501	8.67	55.83	110.48	65.79	172.5	215563168.0
502	8.67	55.83	111.23	63.54	172.5	329379840.0
503	8.67	55.83	111.23	64.294	172.5	701633216.0
504	8.67	55.83	111.23	65.04	172.5	457174304.0
505	8.67	55.83	111.23	65.79	172.5	226520416.0
506	8.67	55.83	111.98	62.79	172.5	244633648.0
507	8.67	55.83	111.98	63.54	172.5	395671072.0
508	8.67	55.83	111.98	64.294	172.5	890548736.0
509	8.67	55.83	111.98	65.04	172.5	580424768.0
510	8.67	55.83	111.98	65.79	172.5	292537792.0
511	8.67	55.83	112.726	63.54	172.5	395849696.0
512	8.67	55.83	112.726	64.294	172.5	1108014336.0
513	8.67	55.83	112.726	65.04	172.5	737623936.0
514	8.67	55.83	112.726	65.79	172.5	413481792.0
515	8.67	55.83	113.48	63.54	172.5	549140992.0
516	8.67	55.83	113.48	64.294	172.5	1353444480.0
517	8.67	55.83	113.48	65.04	172.5	960706624.0
518	8.67	55.83	113.48	65.79	172.5	494014304.0
519	8.67	55.83	114.23	63.54	172.5	842288832.0
520	8.67	55.83	114.23	64.294	172.5	1793979008.0
521	8.67	55.83	114.23	65.04	172.5	1142818048.0
522	8.67	55.83	114.23	65.79	172.5	481761184.0
523	8.67	55.83	114.98	62.79	172.5	335108640.0
524	8.67	55.83	114.98	63.54	172.5	910033088.0
525	8.67	55.83	114.98	64.294	172.5	1909227904.0
526	8.67	55.83	114.98	65.04	172.5	1332954624.0
527	8.67	55.83	114.98	65.79	172.5	546236992.0
528	8.67	56.23	110.48	64.294	172.5	366150560.0
529	8.67	56.23	110.48	65.04	172.5	412061824.0
530	8.67	56.23	111.23	64.294	172.5	398286816.0
531	8.67	56.23	111.23	65.04	172.5	385865056.0
532	8.67	56.23	111.23	65.79	172.5	227255392.0
533	8.67	56.23	111.98	63.54	172.5	247527104.0
534	8.67	56.23	111.98	64.294	172.5	470690688.0
535	8.67	56.23	111.98	65.04	172.5	425984192.0
536	8.67	56.23	111.98	65.79	172.5	273541376.0
537	8.67	56.23	112.726	63.54	172.5	250783376.0
538	8.67	56.23	112.726	64.294	172.5	642385856.0
539	8.67	56.23	112.726	65.04	172.5	562598016.0
540	8.67	56.23	112.726	65.79	172.5	361311040.0
541	8.67	56.23	113.48	63.54	172.5	316191904.0
542	8.67	56.23	113.48	64.294	172.5	878748736.0
543	8.67	56.23	113.48	65.04	172.5	935131072.0
544	8.67	56.23	113.48	65.79	172.5	498770656.0
545	8.67	56.23	114.23	63.54	172.5	425114176.0
546	8.67	56.23	114.23	64.294	172.5	1068255488.0
547	8.67	56.23	114.23	65.04	172.5	1082024704.0
548	8.67	56.23	114.23	65.79	172.5	453463456.0
549	8.67	56.23	114.98	62.79	172.5	219605536.0
550	8.67	56.23	114.98	63.54	172.5	477069728.0
551	8.67	56.23	114.98	64.294	172.5	998230912.0
552	8.67	56.23	114.98	65.04	172.5	1152909440.0
553	8.67	56.23	114.98	65.79	172.5	491759616.0
554	9.17	54.23	114.23	62.79	172.5	277380960.0
555	9.17	54.23	114.23	63.54	172.5	483724800.0
556	9.17	54.23	114.23	64.294	172.5	222277168.0
557	9.17	54.23	114.23	65.04	172.5	257038944.0
558	9.17	54.23	114.98	63.54	172.5	412465024.0
559	9.17	54.23	114.98	64.294	172.5	316792800.0
560	9.17	54.23	114.98	65.04	172.5	295213792.0
561	9.17	54.63	112.726	63.54	172.5	324484448.0
562	9.17	54.63	112.726	64.294	172.5	266298288.0
563	9.17	54.63	113.48	62.79	172.5	221047904.0
564	9.17	54.63	113.48	63.54	172.5	625615424.0
565	9.17	54.63	113.48	64.294	172.5	428913184.0
566	9.17	54.63	113.48	65.04	172.5	285169536.0
567	9.17	54.63	114.23	62.79	172.5	358892608.0
568	9.17	54.63	114.23	63.54	172.5	1006310336.0
569	9.17	54.63	114.23	64.294	172.5	633798848.0
570	9.17	54.63	114.23	65.04	172.5	380341312.0
571	9.17	54.63	114.23	65.79	172.5	226056960.0
572	9.17	54.63	114.98	62.79	172.5	332740064.0
573	9.17	54.63	114.98	63.54	172.5	822543872.0
574	9.17	54.63	114.98	64.294	172.5	676414208.0
575	9.17	54.63	114.98	65.04	172.5	449233472.0
576	9.17	54.63	114.98	65.79	172.5	230373696.0
577	9.17	55.028999999999996	110.48	63.54	172.5	251413472.0
578	9.17	55.028999999999996	110.48	64.294	172.5	285314368.0
579	9.17	55.028999999999996	111.23	63.54	172.5	251072320.0
580	9.17	55.028999999999996	111.23	64.294	172.5	290088000.0
581	9.17	55.028999999999996	111.98	63.54	172.5	286751744.0
582	9.17	55.028999999999996	111.98	64.294	172.5	304691168.0
583	9.17	55.028999999999996	112.726	63.54	172.5	435583168.0
584	9.17	55.028999999999996	112.726	64.294	172.5	390957952.0
585	9.17	55.028999999999996	113.48	63.54	172.5	867356288.0
586	9.17	55.028999999999996	113.48	64.294	172.5	640904448.0
587	9.17	55.028999999999996	113.48	65.04	172.5	309132960.0
588	9.17	55.028999999999996	114.23	62.79	172.5	303249984.0
589	9.17	55.028999999999996	114.23	63.54	172.5	1082804992.0
590	9.17	55.028999999999996	114.23	64.294	172.5	840663552.0
591	9.17	55.028999999999996	114.23	65.04	172.5	396545888.0
592	9.17	55.028999999999996	114.23	65.79	172.5	233198720.0
593	9.17	55.028999999999996	114.98	62.79	172.5	353011648.0
594	9.17	55.028999999999996	114.98	63.54	172.5	931036480.0
595	9.17	55.028999999999996	114.98	64.294	172.5	823185408.0
596	9.17	55.028999999999996	114.98	65.04	172.5	455942848.0
597	9.17	55.028999999999996	114.98	65.79	172.5	242576640.0
598	9.17	55.43	110.48	64.294	172.5	268104336.0
599	9.17	55.43	111.23	64.294	172.5	270454240.0
600	9.17	55.43	111.98	63.54	172.5	240409584.0
601	9.17	55.43	111.98	64.294	172.5	287592800.0
602	9.17	55.43	112.726	63.54	172.5	328026432.0
603	9.17	55.43	112.726	64.294	172.5	341440896.0
604	9.17	55.43	113.48	63.54	172.5	639753408.0
605	9.17	55.43	113.48	64.294	172.5	545431808.0
606	9.17	55.43	113.48	65.04	172.5	298535680.0
607	9.17	55.43	114.23	63.54	172.5	672124992.0
608	9.17	55.43	114.23	64.294	172.5	649370176.0
609	9.17	55.43	114.23	65.04	172.5	448305952.0
610	9.17	55.43	114.23	65.79	172.5	219534784.0
611	9.17	55.43	114.98	63.54	172.5	620555328.0
612	9.17	55.43	114.98	64.294	172.5	636300160.0
613	9.17	55.43	114.98	65.04	172.5	439015360.0
614	9.17	55.43	114.98	65.79	172.5	221037216.0
615	9.17	55.83	113.48	63.54	172.5	298785056.0
616	9.17	55.83	113.48	64.294	172.5	303056224.0
617	9.17	55.83	113.48	65.04	172.5	278456224.0
618	9.17	55.83	114.23	63.54	172.5	296737056.0
619	9.17	55.83	114.23	64.294	172.5	345331776.0
620	9.17	55.83	114.23	65.04	172.5	449625632.0
621	9.17	55.83	114.98	63.54	172.5	283011072.0
622	9.17	55.83	114.98	64.294	172.5	361934016.0
623	9.17	55.83	114.98	65.04	172.5	394905056.0
624	9.17	56.23	113.48	65.04	172.5	218374384.0
625	9.17	56.23	114.23	65.04	172.5	295989280.0
626	9.17	56.23	114.98	65.04	172.5	250362544.0
