	f4	f3	f2	f1	C	Intensity
893	9.144	61.23	118.32	69.38	174.06	72214160.0
894	9.144	61.23	119.07	67.13	174.06	129634320.0
895	9.144	61.23	119.07	67.88	174.06	66968116.0
896	9.54	58.83	114.57	67.13	174.06	76245024.0
897	9.54	58.83	115.32	67.13	174.06	120260168.0
898	9.54	58.83	116.07	67.13	174.06	84929160.0
899	9.54	58.83	116.819	67.13	174.06	80718512.0
900	9.54	58.83	117.57	67.13	174.06	73562480.0
901	9.54	58.83	118.32	67.13	174.06	82046216.0
902	9.54	58.83	119.07	67.13	174.06	93292024.0
903	9.54	60.027	117.57	68.63	174.06	78751448.0
904	9.54	60.43	117.57	68.63	174.06	67775304.0
905	10.34	58.83	117.57	70.13	174.06	67762472.0
906	10.34	58.83	118.32	69.38	174.06	74853704.0
907	10.34	58.83	118.32	70.13	174.06	85678584.0
908	10.34	59.23	118.32	69.38	174.06	111583952.0
909	10.34	59.23	118.32	70.13	174.06	70203336.0
910	10.34	59.63	118.32	69.38	174.06	99974400.0
